id,location_lat,location_long,datecollected,foot_traffic,realestate_bracket
814249,43.299186,-79.088322,2020-12-23,4725,761214
189170,43.858905,-81.773884,2021-09-01,6690,934062
130425,42.074769,-80.3317,2021-02-03,1997,500238
456691,43.166458,-79.373991,2021-07-06,272,696237
337477,43.71033,-80.210179,2022-06-16,5991,434395
835423,42.684534,-81.702607,2020-05-11,495,199059
638023,42.816136,-81.618908,2021-07-12,8100,780787
608687,43.234456,-80.914763,2021-04-25,4446,899333
465584,42.30092,-79.659085,2022-07-29,5465,560316
678090,43.903584,-79.778909,2022-04-08,2302,251459
735830,43.424948,-80.718568,2022-06-25,6790,538644
1031,42.572854,-81.183293,2020-03-26,8416,301161
762707,42.762376,-80.968839,2022-07-14,8270,477480
681848,42.08665,-81.000876,2020-10-23,5385,198100
94754,42.681621,-79.577835,2021-09-14,1313,882950
727291,43.082667,-79.441943,2022-07-01,6954,257170
297683,42.969899,-79.359725,2021-11-26,9573,199429
522089,42.652407,-81.90207,2020-04-27,6268,737184
881407,42.525659,-79.881516,2020-10-07,217,781211
329424,43.606297,-79.997105,2020-03-03,3976,261934
588503,42.939283,-79.498154,2021-01-10,1074,743108
584154,43.71033,-80.210179,2021-11-28,8799,930097
255043,42.816136,-81.618908,2022-02-12,4106,167774
796679,43.801198,-79.230558,2021-07-15,5647,727984
151530,43.755717,-81.353865,2021-07-12,7370,343524
918353,43.424948,-80.718568,2021-03-04,145,265607
712352,42.780416,-79.083087,2021-03-17,9522,867460
850413,42.88503,-80.725574,2021-02-26,7508,412799
296133,42.762376,-80.968839,2022-06-01,2881,718718
260292,42.08665,-81.000876,2021-09-16,5370,483852
313489,42.868551,-81.819438,2020-02-29,9398,813592
617853,42.939283,-79.498154,2020-06-26,5008,781224
445331,43.582744,-80.71969,2022-04-24,1030,939651
894535,43.352169,-80.23056,2021-03-17,8384,943249
618694,42.936503,-79.765705,2020-02-22,7262,967400
363400,42.92488,-81.201384,2020-09-02,9110,214156
925069,43.903584,-79.778909,2020-10-21,7234,923021
359972,42.719299,-81.811015,2022-07-30,4091,426600
25933,42.178051,-81.253546,2021-11-15,2907,368803
134500,43.24044,-80.538678,2021-07-25,37,924142
119835,43.24044,-80.538678,2021-04-07,6820,387516
978409,43.801198,-79.230558,2021-01-16,8366,270725
565679,42.92488,-81.201384,2021-08-16,7819,972981
879625,42.08665,-81.000876,2020-12-31,4596,405147
835725,42.490757,-81.88675,2020-03-06,7413,462551
994523,43.201659,-79.956997,2020-07-18,2164,119321
951263,43.589186,-80.147774,2020-04-02,5959,393488
904076,42.525659,-79.881516,2022-03-31,702,928100
318342,43.755717,-81.353865,2022-04-07,7994,276282
811147,42.816136,-81.618908,2021-09-06,1595,356063
477814,42.660316,-81.559373,2020-10-27,7448,829703
941235,42.92488,-81.201384,2021-04-19,8942,974948
257195,42.939283,-79.498154,2022-05-05,5598,729974
820915,42.7965,-79.184964,2020-12-30,3996,385289
503961,43.858905,-81.773884,2021-09-27,7460,670632
112151,42.964411,-79.739364,2021-06-21,7724,167460
484523,43.582744,-80.71969,2020-10-01,7526,282398
836568,42.939283,-79.498154,2020-07-07,6986,937934
251690,42.572854,-81.183293,2020-11-07,1673,979640
445740,42.88503,-80.725574,2022-07-24,2883,119919
641776,43.201659,-79.956997,2021-04-24,8409,974449
984425,42.178051,-81.253546,2022-01-20,4690,200463
361613,43.352169,-80.23056,2022-08-16,1287,955903
679964,42.959716,-79.102158,2022-05-25,6522,921879
144348,42.652407,-81.90207,2020-08-21,2470,859437
702101,42.88503,-80.725574,2020-07-18,2302,835688
570541,43.871255,-81.244294,2020-07-05,4712,561494
824697,42.868551,-81.819438,2021-05-11,604,510892
975711,43.871255,-81.244294,2022-08-16,823,847813
112324,42.490757,-81.88675,2022-08-29,5538,528565
942100,42.92488,-81.201384,2022-02-14,3713,233407
543637,43.424948,-80.718568,2021-10-17,8480,735235
692504,42.08665,-81.000876,2021-01-08,1066,751461
367667,42.939283,-79.498154,2021-07-24,9955,189117
760918,42.660316,-81.559373,2021-06-21,4545,191148
183533,43.755717,-81.353865,2021-06-28,91,238155
630077,43.342934,-81.936887,2022-08-13,7403,841332
402099,43.166458,-79.373991,2020-06-18,7280,923894
295323,42.634322,-79.433891,2020-10-02,6613,178861
133726,43.201659,-79.956997,2022-08-06,2557,123054
747540,43.801198,-79.230558,2021-02-17,188,997337
357652,42.52622,-80.733885,2021-03-28,2963,227524
863940,43.589186,-80.147774,2022-08-14,4423,959613
318864,43.589186,-80.147774,2021-08-23,1537,456085
340007,42.964411,-79.739364,2020-01-18,6087,903228
629216,42.792292,-79.068859,2020-08-26,3700,753606
707051,43.858905,-81.773884,2021-01-18,8624,151998
541570,42.08665,-81.000876,2021-02-13,1442,449496
731053,42.780416,-79.083087,2020-05-22,527,753365
434704,42.378597,-80.848284,2021-11-08,5246,505014
846949,43.299186,-79.088322,2021-05-17,5989,898998
284344,43.755717,-81.353865,2022-02-18,4903,197152
638530,43.589186,-80.147774,2020-07-26,5675,819582
544113,42.780416,-79.083087,2021-04-08,3854,777795
335602,42.550438,-79.706379,2022-08-20,2657,635351
731003,42.7965,-79.184964,2020-02-27,4982,457967
898396,42.92488,-81.201384,2022-03-20,4315,839363
983129,43.313066,-80.308129,2022-09-01,7154,988914
439933,42.762376,-80.968839,2022-04-09,7826,820501
68032,43.858905,-81.773884,2020-12-24,8837,320000
484641,43.801198,-79.230558,2020-04-08,7957,817112
701115,42.922154,-80.401099,2022-02-27,6127,113058
537431,43.24044,-80.538678,2021-07-06,2757,510423
900375,42.30092,-79.659085,2022-02-19,9807,753536
822689,42.922154,-80.401099,2021-06-23,305,779612
178781,43.352169,-80.23056,2020-06-06,6893,206385
304354,42.964411,-79.739364,2021-03-12,8057,835013
607718,42.939283,-79.498154,2020-12-19,7730,278355
922367,42.792292,-79.068859,2021-04-20,488,593314
364464,42.92488,-81.201384,2022-02-06,929,523702
574037,43.24044,-80.538678,2020-10-06,1671,763922
352002,42.762376,-80.968839,2021-09-20,9814,835694
556808,43.342934,-81.936887,2021-06-16,57,258960
233971,42.696686,-81.761628,2020-06-12,8188,207119
78412,43.342934,-81.936887,2021-10-10,3454,785435
11817,42.178051,-81.253546,2020-01-04,6101,834871
805538,42.868551,-81.819438,2020-03-04,5841,305462
995333,43.606297,-79.997105,2022-06-07,7717,280758
553304,42.868551,-81.819438,2021-07-08,5048,866917
504030,42.490757,-81.88675,2022-03-03,1330,672962
807614,42.92488,-81.201384,2021-03-29,6996,833994
42285,43.589186,-80.147774,2021-12-18,7363,227628
247463,42.939283,-79.498154,2022-08-19,732,887320
212588,43.606297,-79.997105,2021-05-10,7971,560581
234812,43.589186,-80.147774,2021-12-14,6517,330075
56839,42.936503,-79.765705,2021-05-03,2323,231800
367114,43.299186,-79.088322,2021-01-10,4665,701760
925641,43.424948,-80.718568,2021-05-14,4876,891043
601287,43.166458,-79.373991,2021-03-10,2143,366647
289952,42.964411,-79.739364,2020-10-23,6332,591400
247490,42.681621,-79.577835,2020-03-21,5800,629916
528365,42.780416,-79.083087,2022-08-10,4372,500658
31289,42.652407,-81.90207,2020-01-10,9817,669165
980269,42.634322,-79.433891,2021-11-23,5312,575969
27134,42.762376,-80.968839,2020-01-05,3991,344711
733892,43.801198,-79.230558,2022-09-19,7517,779632
366370,42.936503,-79.765705,2020-11-01,5895,580350
368414,43.871255,-81.244294,2021-02-07,2557,195849
613243,42.490757,-81.88675,2022-01-18,9267,896088
649767,43.871255,-81.244294,2022-06-19,8150,226076
301178,42.178051,-81.253546,2020-12-11,5758,412904
674189,42.939283,-79.498154,2022-07-18,5643,381748
691573,42.969899,-79.359725,2020-08-11,7967,758120
222068,42.074769,-80.3317,2021-09-19,1692,503558
284618,42.660316,-81.559373,2020-10-08,2482,290717
244658,43.582744,-80.71969,2022-04-07,6256,503891
750369,43.71033,-80.210179,2021-02-20,9715,197610
664606,42.652407,-81.90207,2022-09-15,7311,386857
544289,43.166458,-79.373991,2021-01-06,6917,119886
81274,43.201659,-79.956997,2021-02-24,8027,635293
637637,43.903584,-79.778909,2020-08-27,5593,909936
611933,42.550438,-79.706379,2020-10-15,903,421722
117366,42.681621,-79.577835,2020-04-26,576,305949
71011,43.234456,-80.914763,2020-05-07,7689,252777
244131,42.816136,-81.618908,2020-09-16,3306,809053
449157,43.903584,-79.778909,2022-02-01,1235,477593
87520,42.7965,-79.184964,2022-04-12,8420,377157
396059,42.08665,-81.000876,2022-02-09,1759,960848
874292,43.313066,-80.308129,2021-07-21,4844,934017
819519,43.903584,-79.778909,2020-02-18,445,645173
64153,42.550438,-79.706379,2021-11-18,5462,875084
772596,43.082667,-79.441943,2021-03-26,3168,550346
162299,42.074769,-80.3317,2020-06-17,479,452927
749467,42.936503,-79.765705,2021-07-03,5879,694062
652073,42.378597,-80.848284,2022-07-30,9146,496867
535708,43.903584,-79.778909,2020-11-02,4211,970990
999964,42.684534,-81.702607,2022-04-05,1495,544514
361335,42.7965,-79.184964,2022-07-13,1006,379614
242601,42.52622,-80.733885,2021-08-08,6511,781176
884048,43.606297,-79.997105,2022-02-08,2056,634516
730382,42.178051,-81.253546,2022-03-12,2688,654999
894225,42.92488,-81.201384,2022-08-04,5174,981866
179436,42.922154,-80.401099,2021-03-28,1117,294875
866932,42.490757,-81.88675,2021-03-19,5934,394605
69910,43.24044,-80.538678,2021-02-19,4196,594294
830126,43.166458,-79.373991,2022-05-01,7136,215392
421425,42.88503,-80.725574,2021-04-16,8886,301376
425159,43.871255,-81.244294,2020-02-02,3600,187740
575833,43.342934,-81.936887,2022-07-10,8269,236637
864992,42.30092,-79.659085,2021-12-05,8711,499149
133081,43.342934,-81.936887,2021-03-04,8234,684938
386676,43.755717,-81.353865,2021-12-05,7047,120283
687259,42.719299,-81.811015,2021-10-13,807,216851
556080,43.871255,-81.244294,2022-08-22,8864,272850
907685,43.352169,-80.23056,2020-06-15,935,507256
210810,42.7965,-79.184964,2020-12-16,4293,277163
689711,42.178051,-81.253546,2021-05-23,3438,836405
362719,42.969899,-79.359725,2022-08-26,7879,613801
707188,42.681621,-79.577835,2021-12-26,3289,266641
978588,42.959716,-79.102158,2020-11-11,4318,357067
19785,42.30092,-79.659085,2021-10-23,2357,786995
133463,43.755717,-81.353865,2021-11-10,8005,835190
889930,43.755717,-81.353865,2020-08-24,9564,784443
310173,42.681621,-79.577835,2021-05-14,3071,652668
837047,43.71033,-80.210179,2022-05-18,9755,319536
810711,42.652407,-81.90207,2021-06-15,8918,259641
762860,42.792292,-79.068859,2020-10-23,1201,645972
466937,42.696686,-81.761628,2021-10-13,9536,598817
89626,42.780416,-79.083087,2020-03-14,541,400227
161416,43.201659,-79.956997,2021-09-02,1493,484523
668104,43.201659,-79.956997,2021-07-19,597,483361
505584,42.681621,-79.577835,2021-08-18,4075,323102
828966,42.634322,-79.433891,2022-04-20,6633,324848
301699,43.871255,-81.244294,2020-06-01,9501,407435
228012,42.490757,-81.88675,2021-09-24,1608,185400
507139,42.490757,-81.88675,2020-06-26,9115,289404
804208,42.652407,-81.90207,2020-02-01,3433,660384
342242,43.71033,-80.210179,2021-12-31,6636,697048
327339,42.762376,-80.968839,2022-04-19,5587,829276
658496,42.88503,-80.725574,2021-01-17,6654,388608
999044,42.074769,-80.3317,2020-10-24,6324,449939
283131,42.868551,-81.819438,2022-02-26,7759,146098
246271,42.816136,-81.618908,2021-08-31,1167,607960
217772,42.959716,-79.102158,2020-12-06,3663,776865
77492,42.681621,-79.577835,2021-04-20,9534,181417
117718,42.490757,-81.88675,2021-06-07,1599,876393
957197,42.969899,-79.359725,2021-07-21,7941,326172
414,42.684534,-81.702607,2020-08-09,2117,203016
875104,43.606297,-79.997105,2021-07-17,7847,486291
49052,42.378597,-80.848284,2022-08-20,1657,495771
66976,43.352169,-80.23056,2020-05-02,5051,313973
231834,42.868551,-81.819438,2021-01-08,4182,936144
988011,43.342934,-81.936887,2022-03-18,3141,343622
158681,43.424948,-80.718568,2021-09-14,1551,759791
564322,43.589186,-80.147774,2022-01-19,3691,257224
307079,43.582744,-80.71969,2020-07-11,2523,795119
313548,42.936503,-79.765705,2021-03-23,1080,975619
863064,43.342934,-81.936887,2022-08-28,4574,313811
241331,43.903584,-79.778909,2022-06-10,3610,201945
546149,42.92488,-81.201384,2020-05-10,7422,359340
146291,43.082667,-79.441943,2020-12-27,2607,662440
487511,42.634322,-79.433891,2020-01-10,2813,238942
299853,42.550438,-79.706379,2020-03-02,1968,176992
36259,42.88503,-80.725574,2022-06-16,6072,322908
193054,42.936503,-79.765705,2020-01-24,1871,448869
495616,43.299186,-79.088322,2021-09-17,3734,881120
345660,42.178051,-81.253546,2020-09-10,8986,293836
484664,42.178051,-81.253546,2021-02-03,9920,768188
427283,43.606297,-79.997105,2020-05-28,9704,202991
426151,42.719299,-81.811015,2020-03-07,6800,656342
790954,42.490757,-81.88675,2022-01-25,2341,144872
265573,43.589186,-80.147774,2020-08-08,3189,507549
92077,43.166458,-79.373991,2020-05-11,9996,962863
322895,42.684534,-81.702607,2022-08-09,2769,210729
771590,42.969899,-79.359725,2021-03-30,4086,892006
648992,43.424948,-80.718568,2021-08-18,6514,128128
147041,42.550438,-79.706379,2022-05-24,1931,428267
459828,42.684534,-81.702607,2022-01-08,1826,439200
364102,43.082667,-79.441943,2021-01-22,5915,344437
313796,42.922154,-80.401099,2021-08-09,9336,318989
368911,42.08665,-81.000876,2020-10-30,4765,213096
276961,42.868551,-81.819438,2022-09-23,1457,921076
513840,43.352169,-80.23056,2022-01-12,7670,982828
771356,42.959716,-79.102158,2020-07-13,3777,522130
645230,43.755717,-81.353865,2020-08-12,3788,813079
440222,43.582744,-80.71969,2021-10-03,7378,130509
66173,42.684534,-81.702607,2022-09-11,1099,322609
597007,43.871255,-81.244294,2022-02-26,7917,748748
670295,43.24044,-80.538678,2020-11-18,4024,467080
508901,42.696686,-81.761628,2020-06-11,8753,695381
800905,42.52622,-80.733885,2021-10-02,2140,340532
22385,42.922154,-80.401099,2020-12-30,1050,121806
632039,43.424948,-80.718568,2020-08-19,3776,428344
7034,42.684534,-81.702607,2022-03-19,1076,662151
672736,43.755717,-81.353865,2021-05-18,8230,349146
210670,42.936503,-79.765705,2021-08-13,2480,323271
168798,42.92488,-81.201384,2020-08-10,4750,270225
320333,42.762376,-80.968839,2020-05-07,7059,867038
401921,42.684534,-81.702607,2020-07-31,1919,606509
772495,42.660316,-81.559373,2021-11-17,9635,780448
105177,43.71033,-80.210179,2021-04-29,4653,642743
249021,42.696686,-81.761628,2020-12-07,6608,477469
118041,43.71033,-80.210179,2020-01-07,7013,792033
810316,42.959716,-79.102158,2022-06-12,7011,463704
244514,42.634322,-79.433891,2021-07-01,9745,242773
30167,43.903584,-79.778909,2021-05-06,1555,179929
513283,42.92488,-81.201384,2021-03-24,5828,212259
308298,43.234456,-80.914763,2022-06-02,7547,977213
213053,42.490757,-81.88675,2022-04-01,7220,162677
207440,43.24044,-80.538678,2021-01-22,2785,153327
406739,43.755717,-81.353865,2021-10-20,4327,406872
801701,43.871255,-81.244294,2021-03-26,7091,441649
25387,42.780416,-79.083087,2020-12-18,7472,773875
140617,42.681621,-79.577835,2020-08-26,5571,969280
905225,43.299186,-79.088322,2022-03-31,9067,854471
299374,43.71033,-80.210179,2021-01-26,9806,950945
756902,43.606297,-79.997105,2022-06-28,7775,369724
844625,42.30092,-79.659085,2021-05-22,5290,105096
523719,43.71033,-80.210179,2020-06-23,4454,638101
965928,42.792292,-79.068859,2022-03-31,2265,974846
988638,42.525659,-79.881516,2021-07-23,690,543280
392511,42.939283,-79.498154,2022-07-10,9614,802211
453040,42.08665,-81.000876,2020-10-19,7338,329163
314423,43.903584,-79.778909,2022-01-10,3025,716574
387686,42.780416,-79.083087,2021-09-17,2255,266410
598736,42.634322,-79.433891,2021-02-18,9340,928958
203352,42.959716,-79.102158,2022-07-28,7303,136530
448630,42.964411,-79.739364,2021-10-29,2220,947150
315432,43.71033,-80.210179,2021-06-30,1007,918361
133715,42.684534,-81.702607,2022-05-23,6022,234335
848108,43.234456,-80.914763,2021-03-25,6442,158085
788657,42.88503,-80.725574,2022-05-03,7583,545122
439263,43.589186,-80.147774,2020-06-07,5804,790361
959061,42.684534,-81.702607,2020-11-04,9209,445889
145802,43.903584,-79.778909,2022-04-13,5093,400723
383629,42.660316,-81.559373,2020-10-18,719,268550
355267,42.681621,-79.577835,2020-05-22,4852,292943
104668,42.681621,-79.577835,2020-08-28,4589,877833
759730,43.903584,-79.778909,2020-12-23,1196,651338
832540,43.234456,-80.914763,2021-11-21,2682,606440
540861,42.074769,-80.3317,2022-05-17,4798,738436
37665,43.313066,-80.308129,2022-03-21,8327,104091
853349,42.696686,-81.761628,2022-08-09,4925,718618
759822,43.082667,-79.441943,2021-02-07,2863,299244
703713,42.959716,-79.102158,2020-12-23,6892,924425
671792,43.352169,-80.23056,2020-05-03,9332,469932
487357,43.313066,-80.308129,2021-03-19,1685,166249
266560,42.922154,-80.401099,2020-02-20,4324,704608
333434,42.719299,-81.811015,2021-03-24,8973,618497
62785,42.696686,-81.761628,2021-09-12,55,398123
467031,43.755717,-81.353865,2021-06-24,7359,876512
818450,42.634322,-79.433891,2021-08-08,7258,839811
37083,42.525659,-79.881516,2021-04-05,165,212650
855937,42.780416,-79.083087,2022-04-14,2027,957543
875346,43.352169,-80.23056,2021-03-02,5348,160341
796425,42.7965,-79.184964,2020-02-18,2174,454149
949183,42.634322,-79.433891,2020-12-03,4143,208460
648144,42.868551,-81.819438,2022-05-29,2247,597367
890215,42.959716,-79.102158,2022-01-27,3667,133106
340190,42.08665,-81.000876,2020-08-12,2492,833158
28454,43.299186,-79.088322,2020-05-17,8976,463627
170695,42.922154,-80.401099,2021-06-06,4546,204779
584086,42.936503,-79.765705,2020-05-10,8247,134757
707215,42.762376,-80.968839,2020-12-20,2792,452638
440311,42.572854,-81.183293,2021-10-27,3361,992764
420933,42.681621,-79.577835,2020-05-08,8203,118392
833494,42.792292,-79.068859,2022-01-25,5997,442691
195700,42.52622,-80.733885,2022-04-16,7593,654340
852010,42.964411,-79.739364,2020-11-20,8880,423768
439407,42.681621,-79.577835,2021-02-19,3106,154274
607172,43.801198,-79.230558,2021-06-23,6863,767235
734200,42.7965,-79.184964,2022-02-01,3929,886661
769828,42.959716,-79.102158,2020-07-17,3601,515113
290969,43.606297,-79.997105,2020-10-19,5755,669578
184572,42.652407,-81.90207,2020-12-22,3791,492583
206045,43.582744,-80.71969,2021-05-05,7579,270903
157360,43.606297,-79.997105,2020-10-28,2910,532635
354269,42.7965,-79.184964,2022-04-19,6609,110744
284719,42.92488,-81.201384,2020-04-11,3558,493496
231481,42.074769,-80.3317,2020-11-22,4057,899631
510899,43.871255,-81.244294,2020-12-18,5032,863578
993173,43.313066,-80.308129,2022-01-26,4345,159588
385274,43.342934,-81.936887,2021-04-03,5178,603873
804406,42.681621,-79.577835,2021-07-01,3647,429794
684065,42.681621,-79.577835,2020-09-11,9182,789708
683515,42.88503,-80.725574,2020-06-17,5015,466408
323648,43.166458,-79.373991,2022-01-17,7973,804561
592850,42.660316,-81.559373,2022-03-23,9669,945220
38192,42.660316,-81.559373,2021-10-28,9419,390241
596564,42.969899,-79.359725,2021-05-10,5590,280854
172114,43.606297,-79.997105,2020-10-06,221,762139
437720,42.92488,-81.201384,2020-10-07,4808,315014
373933,42.08665,-81.000876,2020-07-12,393,307770
841775,42.525659,-79.881516,2021-07-30,3949,354007
4127,43.342934,-81.936887,2020-06-21,3048,435331
533303,42.936503,-79.765705,2021-06-21,5123,544788
318128,43.424948,-80.718568,2020-07-24,1746,608816
316384,43.903584,-79.778909,2020-10-16,2963,189767
904735,42.660316,-81.559373,2021-12-15,2751,837508
916117,42.792292,-79.068859,2020-02-10,1272,946513
176187,43.871255,-81.244294,2022-09-15,1740,937796
23713,42.696686,-81.761628,2021-12-15,5025,526945
835526,42.92488,-81.201384,2021-09-27,2344,675920
937220,42.816136,-81.618908,2020-12-13,5302,862742
157790,42.7965,-79.184964,2021-06-13,1687,364782
229641,42.939283,-79.498154,2022-02-28,1521,128956
239572,42.868551,-81.819438,2020-10-23,6845,192094
567317,42.868551,-81.819438,2021-03-16,2688,133350
185541,43.582744,-80.71969,2020-10-06,2486,267445
818353,42.684534,-81.702607,2021-04-22,508,131499
497031,42.964411,-79.739364,2021-04-15,8060,353800
826702,42.88503,-80.725574,2022-09-20,114,137741
861266,42.30092,-79.659085,2022-08-29,4529,359220
35465,42.719299,-81.811015,2021-09-07,3760,953609
940251,43.755717,-81.353865,2020-03-03,9184,181763
586269,43.342934,-81.936887,2020-04-08,2014,996295
903322,42.92488,-81.201384,2022-02-23,8991,667537
569434,42.964411,-79.739364,2021-08-14,1961,240642
601127,43.352169,-80.23056,2022-02-25,3726,483562
69851,42.550438,-79.706379,2021-06-21,1164,715354
297195,43.166458,-79.373991,2020-03-03,5513,523669
396066,43.903584,-79.778909,2022-07-15,8724,934863
144026,42.30092,-79.659085,2020-11-29,2341,445913
56844,42.525659,-79.881516,2021-07-29,9037,835822
554733,42.572854,-81.183293,2021-06-08,1770,357842
738071,42.780416,-79.083087,2021-03-16,2542,491329
504091,42.634322,-79.433891,2020-04-25,6618,195145
843152,42.939283,-79.498154,2022-06-05,1974,733779
202934,43.71033,-80.210179,2020-03-19,7025,963134
117082,42.936503,-79.765705,2021-12-02,1696,108314
735125,42.490757,-81.88675,2022-09-23,9113,424532
876892,43.801198,-79.230558,2020-08-19,7133,885342
642330,42.696686,-81.761628,2021-03-05,1585,635940
555501,42.92488,-81.201384,2021-03-04,2386,568122
993917,43.582744,-80.71969,2022-01-21,1039,963004
465246,42.964411,-79.739364,2021-11-08,3366,282932
637035,43.352169,-80.23056,2021-11-06,8322,323120
810631,43.299186,-79.088322,2021-06-04,7235,361585
689191,43.352169,-80.23056,2022-04-15,9927,955672
242151,42.959716,-79.102158,2021-10-28,7034,518752
615241,42.684534,-81.702607,2021-05-30,2228,363515
453865,42.719299,-81.811015,2020-11-12,814,444788
177465,42.936503,-79.765705,2022-04-19,3747,559299
409124,42.08665,-81.000876,2021-04-03,6351,864986
738616,43.082667,-79.441943,2021-11-15,3665,962874
805033,42.780416,-79.083087,2022-08-15,4231,163212
69478,42.868551,-81.819438,2020-02-06,2507,586286
882147,42.08665,-81.000876,2020-01-09,8744,859337
165420,42.964411,-79.739364,2021-12-23,8212,198598
882457,42.792292,-79.068859,2021-11-16,9632,264812
460094,43.313066,-80.308129,2020-11-25,3223,733537
825013,43.424948,-80.718568,2022-01-29,5133,568053
660887,43.313066,-80.308129,2021-11-08,6357,285422
704676,43.424948,-80.718568,2022-05-22,7826,626738
680667,42.816136,-81.618908,2022-01-09,108,962153
35535,42.792292,-79.068859,2022-02-24,8736,651171
526048,42.660316,-81.559373,2021-03-13,6560,556377
855817,42.780416,-79.083087,2020-03-21,6660,983829
168595,42.52622,-80.733885,2021-12-27,8144,688057
796563,43.234456,-80.914763,2020-08-11,3525,222121
638982,43.234456,-80.914763,2021-05-31,9634,696739
436163,43.589186,-80.147774,2022-07-15,7396,909224
792278,43.166458,-79.373991,2020-12-14,6599,438731
922212,42.572854,-81.183293,2020-04-25,6281,108040
967034,43.201659,-79.956997,2020-01-27,8408,561445
133691,42.684534,-81.702607,2020-02-20,9527,671150
136826,42.490757,-81.88675,2021-02-07,5461,332088
442837,43.299186,-79.088322,2022-04-26,1960,359519
526373,42.780416,-79.083087,2021-03-20,4773,191187
874382,43.201659,-79.956997,2020-03-05,5836,788294
364423,42.762376,-80.968839,2022-07-20,6578,546603
831685,42.868551,-81.819438,2020-07-31,4119,321206
196018,42.550438,-79.706379,2021-11-26,7602,621857
167841,42.30092,-79.659085,2022-09-24,8333,949250
631730,42.684534,-81.702607,2020-12-26,9922,433146
536986,42.08665,-81.000876,2021-01-28,6951,841158
648584,42.7965,-79.184964,2020-02-09,3071,941492
93609,42.08665,-81.000876,2021-07-06,8144,889758
167529,43.24044,-80.538678,2020-10-22,8736,273556
690400,42.660316,-81.559373,2022-09-13,9421,986438
312595,42.92488,-81.201384,2020-04-22,7737,447074
926163,42.959716,-79.102158,2022-05-07,4559,169018
786131,43.71033,-80.210179,2021-11-21,3754,126404
960533,42.572854,-81.183293,2022-04-07,3198,892521
856653,43.589186,-80.147774,2021-01-03,4149,740382
